iter	Passed	Remaining
331	4396	2224
332	4407	2210
333	4421	2197
334	4431	2182
335	4448	2171
336	4459	2156
337	4473	2144
338	4489	2131
339	4504	2119
340	4525	2110
341	4541	2097
342	4554	2084
343	4569	2072
344	4591	2062
345	4623	2057
346	4659	2054
347	4683	2045
348	4711	2038
349	4737	2030
350	4757	2019
351	4782	2010
352	4794	1996
353	4814	1985
354	4829	1972
355	4853	1963
356	4871	1951
357	4886	1938
358	4899	1924
359	4907	1908
360	4915	1892
361	4924	1877
362	4935	1862
363	4943	1847
364	4949	1830
365	4955	1814
366	4963	1798
367	4974	1784
368	4985	1769
369	4999	1756
370	5009	1741
371	5017	1726
372	5027	1711
373	5047	1700
374	5070	1690
375	5082	1676
376	5091	1661
377	5099	1645
378	5110	1631
379	5118	1616
380	5128	1601
381	5139	1587
382	5149	1573
383	5162	1559
384	5171	1544
385	5181	1530
386	5192	1516
387	5205	1502
388	5217	1488
389	5235	1476
390	5256	1465
391	5269	1451
392	5284	1438
393	5297	1425
394	5309	1411
395	5321	1397
396	5336	1384
397	5348	1370
398	5361	1357
399	5388	1347
400	5397	1332
401	5405	1317
402	5416	1303
403	5422	1288
404	5437	1275
405	5449	1261
406	5463	1248
407	5476	1234
408	5493	1222
409	5502	1207
410	5514	1194
411	5528	1180
412	5543	1167
413	5553	1153
414	5566	1140
415	5579	1126
416	5596	1113
417	5614	1101
418	5628	1088
419	5641	1074
420	5653	1060
421	5672	1048
422	5686	1035
423	5715	1024
424	5738	1012
425	5758	1000
426	5777	987
427	5801	975
428	5817	962
429	5833	949
430	5855	937
431	5875	924
432	5893	911
433	5906	898
434	5916	884
435	5923	869
436	5930	854
437	5938	840
438	5944	826
439	5950	811
440	5957	797
441	5966	782
442	5974	768
443	5981	754
444	5989	740
445	5999	726
446	6009	712
447	6019	698
448	6027	684
449	6044	671
450	6059	658
451	6076	645
452	6097	632
453	6119	620
454	6130	606
455	6143	592
456	6155	579
457	6167	565
458	6183	552
459	6194	538
460	6205	524
461	6226	512
462	6245	499
463	6259	485
464	6277	472
465	6293	459
466	6304	445
467	6316	431
468	6327	418
469	6335	404
470	6343	390
471	6350	376
472	6360	363
473	6367	349
474	6375	335
475	6391	322
476	6403	308
477	6415	295
478	6426	281
479	6436	268
480	6443	254
481	6453	241
482	6460	227
483	6470	213
484	6476	200
485	6487	186
486	6497	173
487	6506	159
488	6515	146
489	6525	133
490	6535	119
491	6543	106
492	6555	93
493	6563	79
494	6572	66
495	6579	53
496	6590	39
497	6599	26
498	6608	13
499	6617	0
